date,day_of_week,is_weekend,is_holiday,is_festival,festival_name,season,temperature,humidity,facility_type,family_members,ac_units,ac_hours,fan_units,fan_hours,refrigerator_units,geyser_hours,washing_machine_hours,tv_hours,ev_charging,ev_charging_hours,total_flats,occupied_flats,residents,lifts,lift_usage_level,pumps,pump_hours,common_lighting_hours,gym_pool_active,ev_points,ev_usage_hours,cctv_active,employees,employees_present,working_hours,computers,computer_hours,server_active,server_hours,lighting_hours,heavy_equipment,students,students_present,classrooms,labs,lab_hours,hostel_active,hostel_occupancy,exam_period,campus_event,event_duration_hours,event_type,expected_guests,decorative_lighting_hours,catering_active,sound_system_active,solar_available,solar_generation,previous_demand,previous_peak,previous_bill,daily_energy_consumption_kwh,peak_demand_kw
2024-01-01,0,0,0,0,None,Winter,17.5,60.8,college,0,8,5.3,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,504,5.0,0,0.0,0.0,0,1400,1238,32,14,5.6,1,490,0,0,0.0,None,0,0.0,0,0,1,107.06,131.46,141.48,176110,1846.21,141.21
2024-01-01,0,0,0,0,None,Winter,17.5,60.8,college,0,18,5.6,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,1055,5.0,0,0.0,0.0,0,3100,2519,65,30,5.0,1,1085,0,0,0.0,None,0,0.0,0,0,1,291.46,310.4,294.41,379136,3893.57,301.82
2024-01-01,0,0,0,0,None,Winter,17.5,60.8,function_hall,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,1.6,1.59,34971,25.47,1.7
2024-01-01,0,0,0,0,None,Winter,17.5,60.8,function_hall,0,12,5.2,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,5.2,Reception,472,5.7,1,1,1,69.95,68.55,55.2,94699,342.4,59.83
2024-01-01,0,0,0,0,None,Winter,17.5,60.8,function_hall,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,0.0,1.61,1.75,235062,22.66,1.68
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,home,2,1,0.1,4,2.6,1,2.2,0.0,2.9,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,3.5,3.83,2087,9.08,3.69
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,home,4,0,0.4,8,2.1,1,1.8,1.5,2.5,1,5.4,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,6.96,7.06,5165,29.57,6.54
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,home,6,0,0.5,12,1.3,1,1.4,1.0,3.4,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,5.13,3.86,4.25,10966,10.61,4.12
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,3.7,45,39,123,2,2,1,5.8,12.4,0,2,3.7,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,17.57,17.44,38925,86.73,16.98
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,3.8,120,113,373,4,2,3,5.7,11.1,1,6,3.8,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,52.1,38.52,39.84,115246,223.38,37.83
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,3.8,260,237,776,8,2,6,5.3,10.8,1,12,3.8,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,81.48,73.47,74.24,242059,383.39,69.08
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,office,0,4,4.4,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,2,0,0.0,0.0,0,0,0.0,1,35,30,8.7,35,8.0,1,24.0,10.2,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,18.02,16.72,26239,203.03,17.29
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,office,0,12,4.1,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,115,97,8.3,110,7.6,1,24.0,9.8,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,55.94,47.77,44.32,74140,449.45,47.37
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,office,0,32,4.3,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,320,283,8.5,300,7.9,1,24.0,10.0,1,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,444.5,132.09,132.43,240888,1036.71,128.38
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,college,0,2,5.1,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,178,5.0,0,0.0,0.0,0,450,385,14,4,4.1,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,36.69,34.75,57172,229.67,34.68
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,college,0,8,7.1,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,504,5.0,0,0.0,0.0,0,1400,1155,32,14,5.7,1,490,0,0,0.0,None,0,0.0,0,0,1,213.24,138.21,130.38,162184,1824.32,140.66
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,college,0,18,5.5,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,1055,5.0,0,0.0,0.0,0,3100,2594,65,30,5.2,1,1085,0,0,0.0,None,0,0.0,0,0,1,393.15,281.59,318.57,349605,3901.87,301.09
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,function_hall,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,2.05,2.32,37835,13.78,2.24
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,function_hall,0,14,10.3,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,11.2,Wedding,610,10.2,1,1,1,59.94,82.75,70.79,89954,772.94,76.02
2024-01-02,1,0,0,0,None,Winter,20.6,50.9,function_hall,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,0.0,1.38,1.32,250535,13.1,1.25
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,home,2,0,0.1,4,2.3,1,1.5,1.0,3.6,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,2.69,2.72,2014,9.84,2.8
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,home,4,1,0.3,8,6.9,1,1.4,1.0,2.7,1,3.9,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,4.77,4.68,5414,27.54,4.68
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,home,6,1,0.6,12,5.1,1,1.8,0.0,2.9,1,5.8,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,8.03,9.03,8.24,11987,32.94,8.43
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,4.0,45,43,145,2,2,1,5.3,11.2,0,2,4.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,19.71,19.63,37767,93.96,19.18
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,5.3,120,114,379,4,2,3,4.4,11.9,1,6,5.3,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,89.25,39.36,36.8,107293,208.06,37.89
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,3.3,260,248,833,8,2,6,6.4,11.3,1,12,3.3,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,207.07,88.93,82.58,222256,362.04,84.26
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,office,0,4,4.3,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,2,0,0.0,0.0,0,0,0.0,1,35,27,8.7,35,8.0,1,24.0,10.2,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,16.68,16.22,25095,195.73,16.78
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,office,0,12,4.4,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,115,96,8.8,110,8.1,1,24.0,10.3,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,119.57,44.87,47.14,75086,437.07,47.18
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,office,0,32,3.8,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,320,253,7.5,300,6.9,1,24.0,9.0,1,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,408.47,126.95,125.42,217364,944.3,123.09
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,college,0,2,6.2,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,178,5.0,0,0.0,0.0,0,450,344,14,4,4.9,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,36.51,33.41,50413,231.36,34.18
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,college,0,8,5.3,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,504,5.0,0,0.0,0.0,0,1400,1128,32,14,5.4,1,490,0,0,0.0,None,0,0.0,0,0,1,230.08,131.95,139.36,177325,1761.48,139.55
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,college,0,18,5.3,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,1055,5.0,0,0.0,0.0,0,3100,2330,65,30,6.5,1,1085,0,0,0.0,None,0,0.0,0,0,1,182.93,305.59,327.19,392881,4040.04,302.06
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,function_hall,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,3.35,2.51,32098,16.0,2.94
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,function_hall,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,0.0,3.42,2.6,95789,12.6,2.98
2024-01-03,2,0,0,0,None,Winter,17.9,42.2,function_hall,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,0.0,2.38,2.22,228540,25.57,2.25
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,home,2,0,0.0,4,3.3,1,2.2,1.0,2.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,2.32,2.73,2067,9.68,2.49
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,home,4,0,0.1,8,4.1,1,2.6,0.0,3.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,3.46,2.97,5908,13.89,3.27
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,home,6,1,1.5,12,5.6,1,1.7,2.0,3.1,1,5.9,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,9.89,7.71,8.91,11469,32.99,8.3
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,5.8,45,42,143,2,2,1,4.2,11.5,0,2,5.8,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,16.24,18.53,39624,83.18,17.13
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,3.3,120,110,349,4,2,3,5.6,12.0,1,6,3.3,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,80.32,40.21,38.68,109558,213.14,38.32
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,5.3,260,238,800,8,2,6,5.1,11.0,1,12,5.3,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,166.7,70.56,73.67,216393,439.5,75.71
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,office,0,4,4.4,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,2,0,0.0,0.0,0,0,0.0,1,35,31,8.8,35,8.1,1,24.0,10.3,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,16.38,16.72,26034,200.72,16.68
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,office,0,12,4.7,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,115,105,9.3,110,8.6,1,24.0,10.8,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,143.59,48.31,52.28,69718,443.93,48.55
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,office,0,32,4.4,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,320,276,8.9,300,8.2,1,24.0,10.4,1,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,211.72,122.15,120.23,215214,1129.33,127.84
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,college,0,2,5.1,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,178,5.0,0,0.0,0.0,0,450,348,14,4,5.5,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,33.77,34.91,57428,234.67,33.89
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,college,0,8,5.2,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,504,5.0,0,0.0,0.0,0,1400,1086,32,14,4.8,1,490,0,0,0.0,None,0,0.0,0,0,1,95.65,140.54,145.28,162884,1764.25,140.47
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,college,0,18,7.2,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,1055,5.0,0,0.0,0.0,0,3100,2343,65,30,5.6,1,1085,0,0,0.0,None,0,0.0,0,0,1,164.55,312.28,284.65,396519,4037.64,301.79
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,function_hall,0,6,10.8,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,11.7,Wedding,230,8.8,1,1,0,0.0,47.74,54.87,30135,419.44,51.57
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,function_hall,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,0.0,2.22,2.28,83804,19.16,2.26
2024-01-04,3,0,0,0,None,Winter,20.5,52.0,function_hall,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,0.0,1.85,1.78,188325,15.77,1.95
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,home,2,0,0.5,4,5.1,1,1.6,1.5,2.8,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,2.77,2.59,2120,11.43,2.8
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,home,4,0,0.0,8,1.0,1,1.2,1.0,3.6,1,4.6,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,3.2,3.17,5300,24.51,3.38
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,home,6,0,0.0,12,2.5,1,1.9,1.5,2.1,1,5.9,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,4.78,7.1,6.9,12504,31.99,7.39
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,5.3,45,42,142,2,2,1,6.8,12.3,0,2,5.3,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,21.4,20.39,39483,112.61,21.38
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,4.4,120,105,345,4,2,3,5.6,10.7,1,6,4.4,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,71.15,36.97,42.85,103658,234.28,39.38
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,society,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,4.8,260,232,776,8,2,6,5.8,10.9,1,12,4.8,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,145.44,70.56,73.09,241711,361.72,67.44
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,office,0,4,4.3,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,2,0,0.0,0.0,0,0,0.0,1,35,28,8.6,35,7.9,1,24.0,10.1,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,16.4,17.95,25819,197.26,17.14
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,office,0,12,4.6,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,115,94,9.3,110,8.5,1,24.0,10.8,0,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,55.2,46.5,45.32,73829,471.42,46.37
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,office,0,32,4.6,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,320,297,9.1,300,8.4,1,24.0,10.6,1,0,0,0,0,0.0,0,0,0,0,0.0,None,0,0.0,0,0,1,250.58,135.0,131.16,222438,1175.64,131.1
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,college,0,2,6.8,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,178,5.0,0,0.0,0.0,0,450,398,14,4,3.4,0,0,0,0,0.0,None,0,0.0,0,0,0,0.0,36.67,35.33,50690,218.96,34.54
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,college,0,8,6.5,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,504,5.0,0,0.0,0.0,0,1400,1079,32,14,5.8,1,490,0,0,0.0,None,0,0.0,0,0,1,175.5,136.95,134.29,157221,1827.58,140.66
2024-01-05,4,0,0,0,None,Winter,16.9,40.9,college,0,18,7.5,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,2,0,0.0,0.0,0,0,0.0,1,0,0,0.0,1055,5.0,0,0.0,0.0,0,3100,2341,65,30,5.4,1,1085,0,0,0.0,None,0,0.0,0,0,1,558.88,317.09,282.14,354451,3879.2,302.42
